Hexa,Cube,N,E,Name
A00018C005C60,1.0.2.1.0.2.0.0.0.3.3.3.4.4.4.5.0.6.7.7.7.8.8.8.5.0.6,186,368,
1800018C001C62,2.1.1.2.0.0.0.0.0.3.3.3.4.4.4.0.0.5.6.6.6.7.7.7.8.8.5,140,200,
19800C6C0006,0.3.4.0.0.1.2.2.1.0.3.4.5.5.5.6.6.6.0.3.4.0.0.7.8.8.7,200,400,
2008018C600886,1.1.0.0.0.0.2.2.0.3.3.3.4.4.4.5.5.5.6.6.7.0.0.7.8.8.7,180,360,
4204084200C23,0.1.0.2.1.0.0.1.0.0.3.3.2.4.4.0.5.5.6.6.6.0.7.7.8.8.8,526,944,
3F400000C60,1.2.3.4.5.6.0.7.0.1.2.3.4.5.6.0.7.0.8.8.8.9.9.9.0.0.0,12144,20744,
8580062C0021,0.3.4.0.1.1.0.2.2.0.3.4.6.5.5.6.7.7.0.3.4.0.8.8.0.9.9,12552,21892,
3FE00000060,1.2.3.4.5.6.7.8.9.1.2.3.4.5.6.7.8.9.0.0.0.10.10.10.0.0.0,11184,19394,Belt Road Bar
10840186200421,0.1.1.0.2.2.0.3.3.4.4.4.6.5.5.6.7.7.0.8.8.0.9.9.0.10.10,11230,19326,
20000100C00C63,1.1.0.0.0.0.0.0.0.2.2.0.0.0.3.4.4.3.5.5.5.6.6.6.7.7.7,523,996,
20086200C63,1.0.0.0.0.0.0.0.0.1.2.2.4.3.3.4.5.5.6.6.6.7.7.7.8.8.8,78,108,
10800080800C63,0.1.1.0.2.2.0.0.0.0.3.3.0.0.4.0.0.4.5.5.5.6.6.6.7.7.7,684,1258,
10800080200C63,0.1.1.0.2.2.0.0.0.0.3.3.0.0.0.0.4.4.5.5.5.6.6.6.7.7.7,1130,2368,
10041080200C61,0.1.1.0.0.3.0.2.2.0.4.4.0.0.3.0.5.5.6.6.6.7.7.7.0.8.8,14586,25236,
10840080800463,0.1.1.0.2.2.0.3.3.0.4.4.0.0.5.0.0.5.0.6.6.7.7.7.8.8.8,14340,24280,
10840080200C61,0.1.1.0.2.2.0.3.3.0.4.4.0.0.0.0.5.5.6.6.6.7.7.7.0.8.8,19676,34952,
39E00000460,1.2.3.0.0.4.5.6.7.1.2.3.0.0.4.5.6.7.0.8.8.9.9.9.0.0.0,6660,11376,
20080180C00846,1.1.0.0.0.0.2.2.0.3.3.3.0.0.4.5.5.4.6.6.0.7.7.8.9.9.8,6678,11212,
21080100440862,1.1.0.2.2.0.3.3.0.4.4.6.0.0.0.5.5.0.7.7.6.8.8.8.9.9.0,11368,19008,
10040080800C63,0.1.1.0.0.0.0.2.2.0.3.3.0.0.4.0.0.4.5.5.5.6.6.6.7.7.7,374,716,
20080100400C63,1.1.0.0.0.0.2.2.0.3.3.0.0.0.0.4.4.0.5.5.5.6.6.6.7.7.7,614,1304,
20080110C00C03,1.1.0.0.0.0.2.2.0.3.3.4.0.0.4.5.5.4.6.6.6.0.0.0.7.7.7,136,272,
120084200C63,2.0.0.0.0.1.0.0.1.2.3.3.0.4.4.0.5.5.6.6.6.7.7.7.8.8.8,64,88,
2020084200C63,2.0.1.0.0.1.0.0.0.2.3.3.0.4.4.0.5.5.6.6.6.7.7.7.8.8.8,64,88,
9242000C23,0.0.1.0.0.2.0.0.3.4.0.1.4.0.2.4.0.3.5.5.5.0.6.6.7.7.7,646,1340,
1080240000C63,0.0.0.1.1.0.2.2.3.4.0.0.4.0.0.0.0.3.5.5.5.6.6.6.7.7.7,110,152,
21000210000C63,1.1.0.2.2.0.0.0.3.0.0.4.0.0.4.0.0.3.5.5.5.6.6.6.7.7.7,94,130,
21081000000C63,1.1.0.2.2.4.3.3.0.0.0.0.0.0.4.0.0.0.5.5.5.6.6.6.7.7.7,111,214,
6020084000C63,3.1.2.0.1.2.0.0.0.3.4.4.0.5.5.0.0.0.6.6.6.7.7.7.8.8.8,78,108,
39A00000C60,1.2.3.0.0.4.5.0.6.1.2.3.0.0.4.5.0.6.7.7.7.8.8.8.0.0.0,7560,12708,
21080380001842,1.1.0.2.2.0.3.3.4.5.5.5.0.0.0.0.0.4.6.6.0.7.7.0.8.8.4,9466,15720,
238A00000C60,2.3.4.0.1.0.5.1.6.2.3.4.0.0.0.5.0.6.7.7.7.8.8.8.0.0.0,9866,16772,
39A00000461,1.2.3.0.0.4.5.0.6.1.2.3.0.0.4.5.0.6.0.7.7.8.8.8.0.9.9,1276,2092,
39E00008401,1.2.3.0.0.4.5.6.7.1.2.3.0.0.4.5.6.7.0.8.8.0.0.4.0.9.9,2928,4512,
20180180C00806,1.1.0.0.0.2.3.3.2.4.4.4.0.0.5.6.6.5.7.7.0.0.0.8.9.9.8,3052,4888,
10060000800C63,3.1.1.0.0.0.0.2.2.3.0.0.0.0.4.0.0.4.5.5.5.6.6.6.7.7.7,58,80,
520084000C63,3.0.0.1.0.2.1.0.2.3.4.4.0.5.5.0.0.0.6.6.6.7.7.7.8.8.8,42,58,
21088000000C63,1.1.4.2.2.0.3.3.0.0.0.4.0.0.0.0.0.0.5.5.5.6.6.6.7.7.7,114,222,
20088300000863,1.1.3.0.0.0.2.2.4.5.5.3.0.0.0.0.0.4.6.6.0.7.7.7.8.8.8,2220,3528,
20180180400C06,1.1.0.0.0.2.3.3.2.4.4.4.0.0.0.5.5.0.6.6.6.0.0.7.8.8.7,1448,2496,
28A00000C63,1.0.2.0.0.0.3.0.4.1.0.2.0.0.0.3.0.4.5.5.5.6.6.6.7.7.7,34,70,
20088200000C63,1.1.3.0.0.0.2.2.4.0.0.3.0.0.0.0.0.4.5.5.5.6.6.6.7.7.7,25,46,
10800084220C23,0.1.1.0.2.2.0.0.0.0.3.3.6.4.4.0.5.5.7.7.7.6.8.8.9.9.9,2172,3856,
10800486000C23,0.1.1.0.2.2.0.3.0.0.4.4.6.5.5.6.3.0.7.7.7.0.8.8.9.9.9,440,604,
10840084220C21,0.1.1.0.2.2.0.3.3.0.4.4.7.5.5.0.6.6.8.8.8.7.9.9.0.10.10,89904,145744,
3FE00000420,1.2.3.4.5.6.7.8.9.1.2.3.4.5.6.7.8.9.0.10.10.0.11.11.0.0.0,53688,88072,
840840200C23,0.0.0.0.1.1.3.2.2.4.0.0.4.0.0.3.5.5.6.6.6.0.7.7.8.8.8,290,398,
8C0102009C10,0.0.0.0.1.1.2.2.2.3.3.0.4.0.5.4.0.6.7.7.7.8.0.5.8.0.6,256,352,
C40002200C23,0.0.0.2.1.1.2.3.3.0.0.0.4.0.0.4.5.5.6.6.6.0.7.7.8.8.8,461,828,
10840080208C03,0.1.1.0.2.2.0.3.3.0.4.4.0.0.6.0.5.5.7.7.7.0.0.6.8.8.8,1560,2856,
10864880304000,4.1.1.5.2.2.6.3.3.4.7.7.5.0.0.6.8.8.4.0.0.0.0.0.6.0.0,1150,2180,
80008C4200C23,1.0.0.1.0.0.2.0.0.4.3.3.4.5.5.2.6.6.7.7.7.0.8.8.9.9.9,220,302,
30840084220C04,1.1.1.0.2.2.0.3.3.0.4.4.7.5.5.0.6.6.8.8.8.7.0.9.0.0.9,242,332,
1008300441842,0.0.2.1.1.0.0.0.3.4.4.2.0.0.0.5.5.3.6.6.2.7.7.0.8.8.3,704,1160,
1108100440843,0.0.3.1.1.2.0.0.2.4.4.3.0.0.0.5.5.0.6.6.3.7.7.0.8.8.8,616,856,
21008100400C43,1.1.3.2.2.0.0.0.0.4.4.3.0.0.0.5.5.0.6.6.6.7.7.0.8.8.8,630,1140,
30300000380043,1.1.1.0.2.3.0.2.3.5.6.0.0.0.0.0.4.4.5.6.0.7.7.0.8.8.8,120,164,
30840100200843,1.1.1.0.2.2.0.3.3.4.4.0.0.0.0.0.5.5.6.6.0.7.7.0.8.8.8,2776,5632,
3DA00000C08,1.2.3.4.0.5.6.0.7.1.2.3.4.0.5.6.0.7.8.8.8.0.9.0.0.9.0,67472,105640,
3DE00000C00,1.2.3.4.0.5.6.7.8.1.2.3.4.0.5.6.7.8.9.9.9.0.0.0.0.0.0,71040,111000,Belt Road Edge
39E00000421,1.2.3.0.0.4.5.6.7.1.2.3.0.0.4.5.6.7.0.8.8.0.9.9.0.10.10,23916,37744,
3DE00000401,1.2.3.4.0.5.6.7.8.1.2.3.4.0.5.6.7.8.0.9.9.0.0.0.0.10.10,28096,43928,
21088000800C43,1.1.4.2.2.0.3.3.0.0.0.4.0.0.5.0.0.5.6.6.6.7.7.0.8.8.8,225,310,
21089000000C43,1.1.4.2.2.5.3.3.0.0.0.4.0.0.5.0.0.0.6.6.6.7.7.0.8.8.8,234,444,
29E00100421,1.0.2.0.0.3.4.5.6.1.0.2.0.0.3.4.5.6.1.7.7.0.8.8.0.9.9,21426,31584,
39E00000C01,1.2.3.0.0.4.5.6.7.1.2.3.0.0.4.5.6.7.8.8.8.0.0.0.0.9.9,23676,35168,
39A0000041C,1.2.3.0.0.4.5.0.6.1.2.3.0.0.4.5.0.6.0.7.7.8.9.10.8.9.10,3912,5808,
39E00000414,1.2.3.0.0.4.5.6.7.1.2.3.0.0.4.5.6.7.0.8.8.9.0.10.9.0.10,2396,3536,
300C0080000C23,1.1.1.0.0.0.2.2.2.0.3.3.0.0.0.0.0.0.4.4.4.0.5.5.6.6.6,36,80,
300C0080200C03,1.1.1.0.0.0.2.2.2.0.3.3.0.0.0.0.4.4.5.5.5.0.0.0.6.6.6,44,104,
38A00000394,1.2.3.0.0.0.4.0.5.1.2.3.0.0.0.4.0.5.6.7.8.6.7.8.6.0.8,136,272,
F8000000C1C,2.3.4.0.0.0.1.1.1.2.3.4.0.0.0.0.0.0.5.5.5.6.7.8.6.7.8,165,296,
2DA00000C03,1.0.2.3.0.4.5.0.6.1.0.2.3.0.4.5.0.6.7.7.7.0.0.0.8.8.8,208,392,
2DA00041802,1.0.2.3.0.4.5.0.6.1.0.2.3.0.4.5.0.6.7.7.2.0.0.0.8.8.6,120,212,
A92000008C6,2.0.3.0.0.4.1.1.5.2.0.3.0.0.4.0.0.5.6.6.7.8.8.7.9.9.7,273,368,
200892000008C6,1.1.3.0.0.4.2.2.5.0.0.3.0.0.4.0.0.5.6.6.7.8.8.7.9.9.7,324,448,
21088300000883,1.1.4.2.2.0.3.3.5.6.6.4.0.0.0.0.0.5.7.7.8.0.0.8.9.9.9,257,348,
2DA00000C06,1.0.2.3.0.4.5.0.6.1.0.2.3.0.4.5.0.6.7.7.7.0.0.8.9.9.8,328,440,
2DA00000C14,1.0.2.3.0.4.5.0.6.1.0.2.3.0.4.5.0.6.7.7.7.8.0.9.8.0.9,384,528,
12C800800C14,2.0.3.4.0.1.5.0.1.2.0.3.4.0.6.5.0.6.7.7.7.8.0.9.8.0.9,284,384,
B5A005A0,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.1.1.0.2.2.0.2.2.0.0.0,4,10,
1FC203001,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.0.0.0.0.0.0.0.2.2,4,8,Rayray
803184618020,0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.3.3.3.0.0.0.0.1.1.0.0.0,4,9,
1FC600060,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.2.2.2.0.0.0.3.3.3.0.0.0,3,6,
8000F7A00020,0.0.0.0.1.1.0.0.0.3.2.2.3.2.2.3.2.2.0.0.0.0.4.4.0.0.0,25,50,
803186218020,0.0.0.0.1.1.0.0.0.2.2.2.3.1.1.3.4.4.0.0.0.0.1.1.0.0.0,26,54,
803184218021,0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.0.3.3.0.0.0.0.1.1.0.4.4,50,109,
F7A00420,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.2.1.1.0.3.3.0.4.4.0.0.0,44,88,
1FC200061,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.0.0.0.3.3.3.0.4.4,45,91,
18C038C60,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.0.0.0.3.3.3.2.2.2.0.0.0,14,30,
1FC600C00,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.2.2.2.3.3.3.0.0.0.0.0.0,12,24,
B5A00461,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.1.1.0.2.2.3.3.3.0.4.4,81,170,
100000B5A00061,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.2.2.0.0.0.3.3.3.0.4.4,47,97,
F7A00401,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.2.1.1.0.3.3.0.0.0.0.4.4,76,152,Aurumq 2 Stripes V1
100000F7A00001,0.1.1.0.0.0.0.0.0.3.2.2.3.2.2.3.2.2.0.0.0.0.0.0.0.4.4,43,86,Aurumq 2 Stripes V2
8000B7A00420,0.0.0.0.1.1.0.0.0.0.2.2.3.2.2.3.2.2.0.4.4.0.5.5.0.0.0,362,740,
8000B5A00230,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2.3.0.0.3.4.4.3.0.0,114,240,
803286019020,0.0.0.0.1.1.0.0.2.0.3.3.4.1.1.4.0.2.0.0.0.0.1.1.0.0.2,104,198,
8000B5A00421,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2.0.3.3.0.4.4.0.5.5,648,1366,
108000B5A00021,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.3.3.0.0.0.0.4.4.0.5.5,377,780,
B5A20421,0.0.0.0.0.0.0.0.0.0.1.1.2.1.1.0.1.1.0.3.3.2.4.4.0.5.5,610,1220,
100000B7A00021,0.1.1.0.0.0.0.0.0.0.2.2.3.2.2.3.2.2.0.0.0.0.4.4.0.5.5,354,694,
B5A00C21,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.1.1.2.2.2.0.3.3.0.4.4,206,410,
1FC200C01,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.3.3.3.0.0.0.0.4.4,192,356,
100000B5A00421,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.2.2.0.3.3.0.4.4.0.5.5,582,1164,
101000B5A00021,0.1.1.0.0.2.0.0.2.0.3.3.0.3.3.0.3.3.0.0.0.0.4.4.0.5.5,267,517,
100000B7A00011,0.1.1.0.0.0.0.0.0.0.2.2.3.2.2.3.2.2.0.0.0.4.0.0.4.5.5,254,476,
100000B7A00401,0.1.1.0.0.0.0.0.0.0.2.2.3.2.2.3.2.2.0.4.4.0.0.0.0.5.5,560,1084,
C038C63,0.0.0.0.0.0.0.0.0.0.0.0.1.1.1.0.0.0.2.2.2.1.1.1.3.3.3,25,51,
21000B5A00401,0.0.1.0.0.1.0.0.1.0.2.2.0.2.2.0.2.2.0.3.3.0.0.0.0.4.4,344,648,
100000B5A00C01,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.2.2.3.3.3.0.0.0.0.4.4,202,380,
100400B5A00401,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.3.3.0.4.4.0.0.0.0.5.5,482,921,Siamese Y
101000B5A00081,0.1.1.0.0.2.0.0.2.0.3.3.0.3.3.0.3.3.0.0.4.0.0.4.0.5.5,147,265,
101000B5A00401,0.1.1.0.0.2.0.0.2.0.3.3.0.3.3.0.3.3.0.4.4.0.0.0.0.5.5,378,710,
B40005AD,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2,4,10,
8030040005AD,0.0.0.0.1.1.0.0.0.0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2,4,7,
100180800005AD,0.1.1.0.0.0.0.0.0.0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.2.2,10,18,Double Block
100180802C3401,0.1.1.0.0.0.0.0.0.0.1.1.0.0.0.0.2.2.0.1.1.0.0.0.0.2.2,16,40,
18C6005AD,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.3.3.3.0.4.4.0.4.4.0.4.4,6,12,
18C7C0C60,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.3.3.3.1.1.1.4.4.4.0.0.0,9,19,
18000808005AD,0.0.0.1.1.1.0.0.0.0.2.2.0.0.3.0.0.3.0.4.4.0.4.4.0.4.4,36,70,
18000802005AD,0.0.0.1.1.1.0.0.0.0.2.2.0.0.0.0.3.3.0.4.4.0.4.4.0.4.4,62,118,
20018C1C2C60,0.0.0.0.1.0.0.1.0.2.2.2.3.3.3.0.4.0.2.2.2.5.5.5.0.4.0,56,108,
4018C2005AD,0.0.0.0.0.0.0.1.1.2.2.2.3.3.3.0.4.4.0.5.5.0.5.5.0.5.5,80,150,
100180806C0421,0.1.1.0.0.0.0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.0.3.3.0.4.4,104,194,
1001808C2C0461,0.1.1.0.0.0.0.0.0.0.1.1.2.2.2.0.3.3.0.1.1.4.4.4.0.5.5,92,184,
18C000C7F,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.0.0.0.3.3.3.4.4.4.4.4.4,25,51,
1807C0C03,0.0.0.0.0.0.0.0.0.1.1.1.0.0.0.2.2.2.1.1.1.0.0.0.3.3.3,32,68,
18C1C5C60,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.3.0.4.1.1.1.5.5.5.3.0.4,117,222,
2000018C1C0C62,1.1.0.0.0.0.0.0.0.2.2.2.3.3.3.0.0.0.2.2.2.4.4.4.5.5.0,71,134,
100001807C0C01,0.1.1.0.0.0.0.0.0.2.2.2.0.0.0.3.3.3.2.2.2.0.0.0.0.4.4,112,188,
100580806C0401,0.1.1.0.0.0.0.2.2.0.1.1.0.0.0.3.3.3.0.1.1.0.0.0.0.4.4,192,332,
70802005AD,0.0.0.1.2.3.0.0.0.0.4.4.1.2.3.0.5.5.0.6.6.0.6.6.0.6.6,212,308,
8000842205AD,0.0.0.0.1.1.0.0.0.0.2.2.5.3.3.0.4.4.0.6.6.5.6.6.0.6.6,207,352,
10008280007F,0.0.0.0.0.1.0.0.1.0.2.2.3.0.4.3.0.4.0.0.0.5.5.5.5.5.5,1030,1638,
100190802C0421,0.1.1.0.0.2.0.0.0.0.1.1.0.0.2.0.3.3.0.1.1.0.4.4.0.5.5,1104,1936,
108000802005AD,0.1.1.0.2.2.0.0.0.0.3.3.0.0.0.0.4.4.0.5.5.0.5.5.0.5.5,1428,2580,
100190800C0423,0.1.1.0.0.2.0.0.0.0.1.1.0.0.2.0.0.0.0.1.1.0.3.3.4.4.4,192,314,
802007BD,0.0.0.0.0.0.0.0.0.0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.4.3.3,188,330,
100180802C0423,0.1.1.0.0.0.0.0.0.0.1.1.0.0.0.0.2.2.0.1.1.0.3.3.4.4.4,208,400,
100400808005AD,0.1.1.0.0.0.0.2.2.0.3.3.0.0.4.0.0.4.0.5.5.0.5.5.0.5.5,1996,3298,
100400802005AD,0.1.1.0.0.0.0.2.2.0.3.3.0.0.0.0.4.4.0.5.5.0.5.5.0.5.5,2366,4018,
70000008007F,0.0.0.1.2.3.1.2.3.0.4.0.0.0.0.0.0.0.0.4.0.5.5.5.5.5.5,2519,4370,
100C00800005AD,0.1.1.0.0.0.2.2.2.0.3.3.0.0.0.0.0.0.0.4.4.0.4.4.0.4.4,704,1192,
100400800005BD,0.1.1.0.0.0.0.2.2.0.3.3.0.0.0.0.0.0.0.4.4.5.4.4.5.4.4,2318,3792,
100401803C0C01,0.1.1.0.0.0.0.2.2.3.3.3.0.0.0.0.4.4.3.3.3.0.0.0.0.5.5,2760,4400,
100400000007BD,0.1.1.0.0.0.0.2.2.0.0.0.0.0.0.0.0.0.4.3.3.4.3.3.4.3.3,176,304,
50000014007F,0.0.0.1.0.2.1.0.2.3.0.4.0.0.0.0.0.0.3.0.4.5.5.5.5.5.5,1456,2196,
8000B46005A0,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.3.3.3.0.4.4.0.4.4.0.0.0,22,46,
F46005A0,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.3.3.3.0.4.4.0.4.4.0.0.0,15,27,
8000846D8420,0.0.0.0.1.1.0.0.0.0.2.2.0.3.3.4.4.4.0.2.2.0.3.3.0.0.0,24,51,
80318420002D,0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.0.3.3.0.0.0.0.4.4.0.4.4,20,34,
C7AC0420,0.0.0.0.0.0.0.0.0.2.1.1.2.3.3.2.3.3.0.1.1.0.4.4.0.0.0,15,24,
87AC0460,0.0.0.0.0.0.0.0.0.0.1.1.3.2.2.3.2.2.0.1.1.4.4.4.0.0.0,15,24,
846D8421,0.0.0.0.0.0.0.0.0.0.1.1.0.2.2.3.3.3.0.1.1.0.2.2.0.4.4,94,204,
B46005A1,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.2.2.2.0.3.3.0.3.3.0.4.4,76,155,
85AC0461,0.0.0.0.0.0.0.0.0.0.1.1.0.2.2.0.2.2.0.1.1.3.3.3.0.4.4,72,120,
C7AC0401,0.0.0.0.0.0.0.0.0.2.1.1.2.3.3.2.3.3.0.1.1.0.0.0.0.4.4,66,104,
8000842F8420,0.0.0.0.1.1.0.0.0.0.2.2.5.3.3.0.4.4.0.2.2.5.3.3.0.0.0,134,276,
800085AE0420,0.0.0.0.1.1.0.0.0.0.2.2.4.3.3.0.3.3.0.2.2.4.5.5.0.0.0,124,228,
8000842D8421,0.0.0.0.1.1.0.0.0.0.2.2.0.3.3.0.4.4.0.2.2.0.3.3.0.5.5,637,1333,
F42045A0,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.4.3.3.0.5.5.0.5.5.4.0.0,532,1032,
800085AC0421,0.0.0.0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.2.2.0.4.4.0.5.5,580,1036,
85AE0421,0.0.0.0.0.0.0.0.0.0.1.1.3.2.2.0.2.2.0.1.1.3.4.4.0.5.5,518,912,
842D8423,0.0.0.0.0.0.0.0.0.0.1.1.0.2.2.0.3.3.0.1.1.0.2.2.4.4.4,102,220,
B42005A3,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.2.2.0.3.3.0.3.3.4.4.4,93,182,
85AC0423,0.0.0.0.0.0.0.0.0.0.1.1.0.2.2.0.2.2.0.1.1.0.3.3.4.4.4,88,142,
87AC0403,0.0.0.0.0.0.0.0.0.0.1.1.3.2.2.3.2.2.0.1.1.0.0.0.4.4.4,82,128,
100000842D8421,0.1.1.0.0.0.0.0.0.0.2.2.0.3.3.0.4.4.0.2.2.0.3.3.0.5.5,1244,2576,
100000B42005A1,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.3.3.0.4.4.0.4.4.0.5.5,1140,2271,
10000085AC0421,0.1.1.0.0.0.0.0.0.0.2.2.0.3.3.0.3.3.0.2.2.0.4.4.0.5.5,1089,1895,
10000085AE0401,0.1.1.0.0.0.0.0.0.0.2.2.4.3.3.0.3.3.0.2.2.4.0.0.0.5.5,1026,1770,
100000840D8423,0.1.1.0.0.0.0.0.0.0.2.2.0.3.3.0.0.0.0.2.2.0.3.3.4.4.4,356,704,
10018085A00C01,0.1.1.0.0.0.0.0.0.0.1.1.0.2.2.0.2.2.3.3.3.0.0.0.0.4.4,332,516,
B40047A1,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.2.0.0.4.3.3.4.3.3.2.5.5,1420,2756,
10040085AC0401,0.1.1.0.0.0.0.2.2.0.3.3.0.4.4.0.4.4.0.3.3.0.0.0.0.5.5,1320,2248,
800184638420,0.0.0.0.1.1.0.0.0.2.2.2.5.3.3.4.4.4.0.6.6.5.3.3.0.0.0,92,176,
803184600230,0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.3.3.3.4.0.0.4.5.5.4.0.0,52,102,
800184618421,0.0.0.0.1.1.0.0.0.2.2.2.0.3.3.4.4.4.0.5.5.0.3.3.0.6.6,210,394,
10800184618021,0.1.1.0.2.2.0.0.0.3.3.3.0.4.4.5.5.5.0.0.0.0.4.4.0.6.6,113,207,
184618C21,0.0.0.0.0.0.0.0.0.1.1.1.0.2.2.3.3.3.4.4.4.0.2.2.0.5.5,88,172,
10000184618421,0.1.1.0.0.0.0.0.0.2.2.2.0.3.3.4.4.4.0.5.5.0.3.3.0.6.6,172,304,
10000184618821,0.1.1.0.0.0.0.0.0.2.2.2.0.3.3.4.4.4.5.5.0.0.3.3.0.6.6,72,120,
218007AC0008,0.2.3.0.1.0.0.1.0.0.2.3.5.4.4.5.4.4.0.2.3.0.6.0.0.6.0,270,460,
8000F4200C60,0.0.0.0.1.1.0.0.0.3.2.2.3.2.2.0.4.4.5.5.5.6.6.6.0.0.0,292,520,
1800084238421,0.0.0.1.1.1.0.0.0.0.2.2.5.3.3.0.4.4.0.6.6.5.3.3.0.7.7,2550,4476,
18000F4200421,0.0.0.1.1.1.0.0.0.3.2.2.3.2.2.0.4.4.0.5.5.0.6.6.0.7.7,2728,4892,
800185A00C21,0.0.0.0.1.1.0.0.0.2.2.2.0.3.3.0.3.3.4.4.4.0.5.5.0.6.6,1268,2432,
187A00C21,0.0.0.0.0.0.0.0.0.1.1.1.3.2.2.3.2.2.4.4.4.0.5.5.0.6.6,900,1500,
800184218C21,0.0.0.0.1.1.0.0.0.2.2.2.0.3.3.0.4.4.5.5.5.0.3.3.0.6.6,1228,2248,
F4200C61,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.0.3.3.4.4.4.5.5.5.0.6.6,936,1600,
108000B4600421,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.4.4.4.0.5.5.0.6.6.0.7.7,3540,6736,
100000F6200421,0.1.1.0.0.0.0.0.0.3.2.2.3.2.2.3.4.4.0.5.5.0.6.6.0.7.7,2757,4754,
840184218421,0.0.0.0.1.1.0.2.2.3.3.3.0.4.4.0.5.5.0.6.6.0.4.4.0.7.7,3443,6124,
100000F4200461,0.1.1.0.0.0.0.0.0.3.2.2.3.2.2.0.4.4.0.5.5.6.6.6.0.7.7,2868,4952,
184218C23,0.0.0.0.0.0.0.0.0.1.1.1.0.2.2.0.3.3.4.4.4.0.2.2.5.5.5,90,184,
B4600C23,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.2.2.2.3.3.3.0.4.4.5.5.5,89,170,
B4200C63,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.2.2.3.3.3.4.4.4.5.5.5,82,153,
108000B4000463,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.0.0.0.4.4.5.5.5.6.6.6,1980,3498,
100000B4600423,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.3.3.3.0.4.4.0.5.5.6.6.6,1868,3472,
118007AC0004,0.2.3.0.0.1.0.0.1.0.2.3.5.4.4.5.4.4.0.2.3.0.0.6.0.0.6,1466,2404,
100000B4200C61,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.3.3.4.4.4.5.5.5.0.6.6,1771,3079,
10040184218421,0.1.1.0.0.0.0.2.2.3.3.3.0.4.4.0.5.5.0.6.6.0.4.4.0.7.7,2578,4280,
100400B4600421,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.4.4.4.0.5.5.0.6.6.0.7.7,2468,4566,
100400F6200401,0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.4.5.5.0.6.6.0.0.0.0.7.7,2101,3574,
100400B4200461,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.4.4.0.5.5.6.6.6.0.7.7,2380,4034,
100000B4000C63,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.0.0.3.3.3.4.4.4.5.5.5,256,474,
10803004000C63,0.1.1.0.2.2.0.0.0.0.0.0.0.2.2.0.0.0.3.3.3.4.4.4.5.5.5,115,220,
100400B4000463,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.0.0.0.4.4.5.5.5.6.6.6,1738,2832,
